Item Code,Item Name,Retail Price,Cost,Category
4806527714163,JUICY LEMON 237ML,20,18,BEVERAGES
9556031084119,PALMOLIVE PINKISH & GLOW,17,15,Others
748485201887,FRESCA SARDINES IN TAMATO SAUCE 155G,20,19,Sardines
748485100418,CENTURY TUNE HOT AND SPICY,36,35,Tuna
852176437,TIDE POWDER 1DZ,180,175,Others
4800011783031,BIODERM TIMELESS 60G,18,17,Others
4801958341100,AJI-NO-MOTO 11G,52,47,Others
748485802084,WOW ULAM CALDERETA,23,22,Others
4800818810176,ICOOL CHERRY MINT GUM,39,32,Others
4806527713166,FRUIT SODA ORANGE 237ML,20,15,BEVERAGES
4806506318825,SISTERS NIGH PLUS 4 PADS,16,15,Others
4806501597973,ANLENE 3X 30G,21,19,Milk Powder
4800011782904,BIODERM GLOW 60G,18,17,Others
4893050000000,OREO ORIGINAL,69,67,SNACKS
4800317500011,WHITE RABBIT 40`S ,52,46,Others
4800888141194,CLEAR PINK,7,6,Others
4800818808777,PINTOORA 140.5G,28,24.7,Others
4800010075601,PRESTO CREAMS CHOCOLATE,57,55,SNACKS
4800142118269,EMPERADOR DOUBLE LIGHT 375ML,62,52,BEVERAGES
4809014128337,KOJIE SAN TRIO PACK,128,126,Others
664021244,NESCAFE CREAMY WHITE 1 DZ,95,90,Others
748485802220,WOW ULAM MECHADO 155G,29,21,Others
291780111,OLD NEWS,33,65,Others
4809013526271,MR.HAT GULAMAN BUKO PANDAN 25G,16,14,Others
4809013526264,MR.HAT GULAMAN 25G,16,14,Others
748485150079,COCO MAMA FRESH GATA 200ML,35,32,Condiments
4806516762632,JERSEY UBE,60,46,Condensed Milk
4806502725702,GARDENIA BUTTERSCOTCH,97,92,Others
4809012046084,PHILDAVE PURE ALAMANG BAGOONG 130G,25,22,Others
4801981122967,ROYAL 1.25 ,65,60,BEVERAGES
748485802077,WOW ULAM AFRITADA,23,21,Others
4808887030037,PUREFOODS CHINESE STYLE LUNCHEON MEAT,85,80,Spam & Luncheon Meat
8996001600146,TEH PUCUK HARUM,20,19,BEVERAGES
4800249006599,SAN MARINO CORNED TUNA 100G,29,28,Tuna
4809013526349,MR.HAT GULAMAN YELLOW 25G,16,14,Others
4806502359549,JADE TABLE NAPKINS 40`S,14,12,Others
4806506704260,GOLD COIN CHOCOLATE,110,100,Others
4804888804233,MAMA SITAS OYSTER SAUCE 156G,58,55,Condiments
4809012676410,TITA MY ALAMANG BAGOONG 125G,25,22,Others
4800017917102,RAM CALIFORNIA SEEDLESS RAISINS,52,50,Others
30,YUMMY KAPE BARAKO 1/4,25,28,Others
4800092332975,HAPPY,103,100,Others
4809012046077,PHILDAVE SPECIAL ALAMANG GINISA,35,30,Others
731126011020,CREAM PURE CORNSTARCH,28,25,Others
8996001346365,FRES MINT CANDY APPLE PEACH,37,35,Others
4800024577139,DEL MONTE SWEET BLEND RESEALABLE,32,30,Sauces & Gravy
4800016666445,MR.CHIPS 45G,10,9,SNACKS
8996001346297,FRES MINT CANDY CHERRY,37,35,Others
6949780000000,COTTON BUDS SWAB,25,23,Others
4800041420111,ERINE`S GISADONG BAGOONG 130G,23,21,Others
4806502359440,JADE VALUE TABLE NAPKIN,57,55,Others
4806519822692,BABY FIRST KIDDIE WIPES,15,13,Others
4800017934505,RAM PURE CORNSTARTS 200G,28,26,Condiments
4800024584281,DEL MONTE CARBONARA STYLE SPAGHETTI SAUCE 400G,75,70,Sauces & Gravy
8998390000000,MILKY VANILLA COOKIES 400G,165,160,SNACKS
4800017934703,RAM PURE CORNSTARCH 400G,53,51,Condiments
4801668600320,MANG TOMAS ALL-AROUND SARSA 40G,7,6,Sauces & Gravy
1234608168452,NELLY PURE MAIS ROASTED CORN 250G,68,63,Others
4800010075595,PRESTO CREAMS CHOCO VANILLA,57,55,SNACKS
8886001038011,BENG-BENG CHOCOLATE,9,8,Others
4800068101147,MOTHER`S BEST HOT SAUCE 150G,41,39,Condiments
748485102238,CENTURY TUNA WITH CALAMANSI,36,35,Tuna
4806518291024,ITLOG NG BUTIKI COATED CANDY,28,24,SNACKS
4800139930157,ABC JELLY,12,10,Others
4809012046121,PHILDAVE ALAMANG GINISA 130G,25,22,Others
4808888801155,ULTRA AXION LEMON 250ML,98,95,Others
28400152693,LAY`S CHEDDAR & SOUR CREAM,157,152,SNACKS
4710543126100,LAY`S SWISS CHEESE 50G,51,47.8,SNACKS
4801668607473,UFC MUSHROOM PIECES & STEMS 115G,36,34,Others
4808887290899,PUREFOODS CHICKEN LUNCHEON MEAT 360G,70,65,Spam & Luncheon Meat
4809012046091,PHILDAVE ALAMANG WITH GATA 130G,25,22,Others
4800818807190,FROOTY PINTOORA POP,26,24,Others
4801668605561,GOLDEN FIESTA BIG CRUNCH BREADING MIX,18,16,Condiments
4800131591080,GELEE HAIR WORKS STYLING GEL,21,19,Others
75051501135,M.Y SAN HAPPY TIME,380,360,Others
4800088109451,VIRGINIA CHINESE STYLE LUNCHEON MEAT 400G,230,220,Spam & Luncheon Meat
4801668607954,UFC CRAB AND CORN SOUP,52,50,Others
4809013772159,SUNRISE ROASTED CORN COFFEE,94,92,Others
4806513801037,GOLDCREST LONGKOU 500G,124,120,Others
4800045360017,PRIDE KALAMANSI & JASMINE,5,4,Others
4800550000000,CHIPS DELIGHT SOFT BROWNIE COOKIES 28G,10,8,SNACKS
4800066129365,HOLIDAY LUNCHEON MEAT 36G,78,75,Spam & Luncheon Meat
4806511013012,SWEET DART LOLLIPOP,32,30,Others
344058364,A BANG ODOMG,58,56,Others
852358000000,ANCHOR UNSALTED BUTTER,142,132,Butter
4806026371003,LAY`S CHEESY CHEDDAR 184.2G,270,259.4,SNACKS
4800010079951,PRESTO CREAMS PEANUT BUTTER 80G,20,15,SNACKS
4806026371010,LAY`S SOUR CREAM & HERBS 184.2G,270,259.4,SNACKS
4804880553115,MARCA LEON VEGETABLE OIL 1L,215,200,Cooking Oil
9414453923709,VODKA MUDSHAKE CARAMEL,125,105,BEVERAGES
4800016641008,JACK `N JILL CHIPPY CHILI & CHEESE 27G,7,5.5,SNACKS
4806514770103,ORANGE SLICE,21,19,Others
27,STAR CORNED BEEF 150G,27,25,Corned Beef
4800602060244,EIGHT O`CLOCK LITRO PACK,20,19,Others
4800016115011,CHIK `N SKIN NI MANG JUAN 17G,8,6.05,SNACKS
8991000000000,GOYA CHACHA BITS MINIS,40,35,SNACKS
4800011782737,BIODERM FRESHEN,18,17,Others
858876978,RC LITRO PER CASE ,300,290,BEVERAGES
4800314009692,SCOTCH-BRITE,41,41,Others
6936756222790,4D GUMMY FRUITS 48G,29,27,SNACKS
4800049720114,NATURE`S SPRING 500ML,15,13,Water
458089437,ICE CUBE 1/2 KILO,10,5,Others
8410028901210,ALFONSO PLATINUM 1,377,350,Hard Liquor
4804888800006,ZEST.O ORANGE JUICE DRINK 200ML,10,9,BEVERAGES
4801234134426,BAYGON MOSQUITO COIL,24,20,Others
4806014001233,GOOD LIFE EGG NOODLES 200G,48,45,Others
884225842,KOHUKA YELLOW 5KLS,200,40,Rice
4801234014414,KIWI SHOE CREAM 5ML,8,7,Others
390289747,SURF TAWAS 1/2 DZ,72,70,Others
48032742,JOHNSON`S BABY POWDER,15,13,Others
928623274,SALONPAS,14,12,Others
4802306686126,GILBEY`S 1857 GIN,235,220,Hard Liquor
512922619,3IN1 SLIMMING COFFE COFFEE,23,20,Others
522271436,YOUNG` TOWN GREEN 1/2 DOZEN,126,120,Sardines
304954231,YOUNG`S TOWN RED 1/2 DOZEN,126,120,Sardines
98426106185,WHITE CASTLE WHISKY 69,66,60,Hard Liquor
801754840,ARGENTINA BEEF LOAF 1/2 DOZEN,129,120,Beef Loaf
727020539,YOUNG`S TOWN GREEN 1 DOZEN,252,250,Sardines
181971733,GILLETTE RUBIE ULTRA STAINLESS,10,9,Others
6936756222837,4D GUMMY FRUITS 96G,50,45,SNACKS
4803746151946,PC HERBS & BEAUTY PASSION BLOOM 10ML,13,11,Others
4800314000118,SCOTCH-BRITE TOUGH CLEAN,38,36,Others
4800016105746,JACK `N JILL CHIZ CURLS CHEESE FLAVORED 18G,7,5.5,SNACKS
4800103342269,BABBLE JOE ORANGE,19,17,Others
6902131112925,MA LING CHICKEN LUNCHEON MEAT 397G,125,120,Spam & Luncheon Meat
225755636,QUICKCHOW BEEF 1/2 DZ,47.5,46,Others
4801010108108,JOHNSON`S COMPLETE CARE BABY POWDER,28,26,Others
8998666001702,KOPIKO BLACK TWIN,13,11,Others
9556001132499,NESTLE  CERELAC WHEAT BANANA & MILK,70,30,Others
4800049720107,NATURE`S SPRING 350ML,10,9,Water
4800344001949,SILVER SWAN SOY SAUCE 200ML,12,8,Sauces & Gravy
40,COCA-COLA 1LITRO,55,35,BEVERAGES
4801032435046,CALI APPLE FLAVOR,37,35,BEVERAGES
4902430389549,JOY DISHWASHING LIQUID ANTIBAC 17ML,6,5,Others
4801981116270,SPRITE 1.5L,75,70,BEVERAGES
4801032211077,RED HORSE 500ML,65,55,Hard Liquor
4902430333597,HEAD & SHOULDERS COOL MENTHOL SACHET,7,6,Others
8998866801614,WINGS SOLVE CALAMANSI CLEAN,6,5,Others
4800016052040,C2 APPLE GREEN TEA 355ML,25,20,BEVERAGES
4800049720138,NATURE`S SPRING 1.5,25,20,Others
748485801469,LUCKY 7 CARNE NORTE 100G,18,15,Corned Beef
4800344004964,SILVER SWAN SUKA 100ML,6,5,Condiments
4800016022265,GREAT TASTE TWIN,12,12,Others
4800045310050,PRIDE ANTI-BACTERIAL,5,5,Others
4800045310173,SMART YELLOW DISHWASHING PASTE 200G,28,25,Others
8885013131543,ALICE CHOCOMELT 100ML,22,18,Others
987982640,WINGS 1/2 DZ,36,32,Others
4801958300107,AJI-NO-MOTO BLUE,52,50,Condiments
4800888602725,KNORR,6,6,Others
8410162100234,FUNDADOR LIGHT 1 LITER,427,377,Hard Liquor
4806527548027,BREAD BOX ,50,43,Others
8885013130706,ALICE CHOCOLATE SUNDAE 1OOML,26,21.25,Others
4800092330131,DING DONG MIXED NUTS 100G,23,21,Others
8885013130997,ALICE CHOCOLATE 50ML 2 COLORS,13,9.5,Others
4800130121097,PRIMERA LIGHT BRANDY 750ML,120,100,Hard Liquor
4808647020094,EDEN 160G,56,52,Cheese
4800130100016,GINEBRA SAN MIGUEL FRASCO 700ML,124,100,Hard Liquor
4800130100023,GINEBRA SAN MIGUEL ROUND 350ML,63,60,Hard Liquor
4902430434393,JOY KALAMANSI,6,6,Others
8885013130249,ALICE MILK MELON 50G,14,10.63,Others
874185993,CELLOPHANE MINI TINY,15,10,Others
824623243,PORK CHORIZO,50,20,Others
4804880552408,MARCA LEON PREMIUM CORN OIL VALUE PACK 1L,365,355,Cooking Oil
4806500068221,HEBI,23,20,SNACKS
748485801728,LUCKY 7 CANRTE NORTE 150G,23,21,Corned Beef
4801958390108,CRISPY FRY ORIGINAL,17,15,Condiments
4801190000000,SASAS,23,21,SNACKS
4800130100030,GINEBRA FRASQUITO GIN 350ML,68,60,Hard Liquor
4806515161566,KERATIN PLUS SHAMPOO DAILY NOURISHING 22ML,6,5,Others
4800193101135,KING CUP SARDINES,20,19,Sardines
4800016661099,JACK `N JILL ROLLER COASTER CHEDDAR CHEESE 85G,26,22,SNACKS
4800092331732,DING DONG SNACK MIX WITH CHIPS 7 CUTS,23,21,Others
4801032415048,CALI PINEAPPLE FLAVOR,37,35,BEVERAGES
4806506318863,SISTER NIGHT PLUS 280ML,33,30,Others
4800092332852,DING DONG GARLIC,23,21,Others
777442323,CELLOPHANE 8X14,10,10,Others
8850006493038,PALMOLIVE ULTRA SMOOTH,7,6,Others
4902430698146,PANTENE TOTAL DAMAGE CARE,7,5,Others
4800016627279,BERRY KNOTS,8,7,SNACKS
4806515161573,KERATIN PLUS SHAMPOO HAIR FALL CONTROL 22ML,6,5,Others
4800194122610,FISH CRACKERS 5G,23,20,SNACKS
746029089,SUNSILK 1 DZ,72,68,Others
4800016633782,PIATTOS ROADHOUSE BARBIEQUE,17,14,SNACKS
4800194177863,CRISPY PATATA 85G,25,23,SNACKS
325603736,SWAK 1/2 DZ,72,64,Milk Powder
4803925033421,STING ENERGY DRINK 330ML,25,21,BEVERAGES
4800016635724,PIATTOS SUPERSIZED CHEESE,65,57,SNACKS
4800092331268,HI-HO,22,18,SNACKS
4800016627262,JACK `N JILL CHOCO KNOTS 28G,8,6,SNACKS
8851720000000,DUTCH MILL,15,13,Others
4806502726822,NUEBAKE WHITE BREAD,52,49,Others
4800045310159,SMART DISHWAHING PASTE LEMON 400G,46,45,Others
4800040211277,FLAT TOPS MILK CHOCOLATE 50G,19,15,SNACKS
4800220531355,TANDUAY ICE ORIGINAL,40,35,BEVERAGES
8850389109229,MOGU MOGU YOGURT 320ML,47,43,BEVERAGES
4806506316005,MEGA SOFT PREMIUM,10,9,Others
4808680652771,BEST FOODS SANDWICH SPREAD 80ML,27,25,Others
4800888154255,DOVE GOLD,7,5,Others
4902430698078,REJOICE 3 IN 1 RICH MAGNOLIA,7,5,Others
8885013130546,ALICE NANAS 65G,12,9.5,Others
4800040211185,CURLY TOPS 50G,19,15,Others
4806020491417,BARETA,18,16,Others
4800194106016,OISHI POTATO FRIES PLAIN SALTED 50G,15,12.75,SNACKS
4806020492025,SULIT WHITE,18,18,Others
9557727212106,DAIRY CHAMP CONDENSED,51,49,Condensed Milk
637860077,PRIDE 1/2 DZ,27.5,20,Others
8885013130645,ALICE MOCHI CHOCOLATE 45 ML,15,12,Others
4800361000826,COFFEEMATE 1 BAG,98,90,Others
4801688108318,REGENT TEMPURA SHRIMP FLAVORED 100G,21,18.4,SNACKS
4806527548065,BREADCO,43,40,Others
8885013131390,ALICE STRAWBERRY 100ML,22,18,Others
624006890,MILO 1/2 DZ,55,55,Others
748485900032,FRESCA TUNA AFRITADA,29,22,Tuna
4806527711254,RC MEGA LITRO,55,50,BEVERAGES
4800011132921,EFFICASCENT OIL EXTREME 25ML,40,35,Others
4807770121326,MONDE SPECIAL MAMON 43G,15,13,Others
720655339,INDIA PER KILO,39,39,Rice
4803925130311,PEPSI 330ML,18,15,BEVERAGES
835513755,LUCKY ME LABUYO,11,10,Others
8851030000000,VITAMILK DOUBLE CHOCO SHAKE,30,28,BEVERAGES
4801688108356,REGENT TEMPURA SHRIMP 35G,10,7.7,SNACKS
878603967,MINI TINY CELLOPHANE,18,10,Others
8996001350836,WAFELLO CHOCOLATE,15,11,SNACKS
7622300501525,CHEEZWHIZ,31,24,Others
691891188,CELLPHANE 3X10,15,13,Others
4800092110795,KRIM STIX CHOCO STICK,30,18,Others
4800344040214,SILVER SWAN DOBLE BUENAS PACK 2X1L,98,87.35,Sauces & Gravy
4800092119118,REBISCO SANDWICH FAMILY BUNCH 640G,105,72,SNACKS
4800024572981,DEL MONTE PINEAPPLE JUICE DRINK HEART SMRT 240ML,38,31,BEVERAGES
4800600000000,EIGHT O`CLOCK PINEAPPLE,20,19,Others
858051873,NEOZEP FORTE 500MG ,6,5,Others
4800361388337,BEAR BRAND FORTIFIED 1120G,430,414,Milk Powder
588239977,COFFEE MATE 1 DZ,25,20,Others
698151836,MONGOL 2,10,7,Others
4800011132938,EFFICASCENT OIL EXTREME 50ML,76,70,Others
4800040352413,CHOCO MALLOWS,17,14,Others
4800194101134,OISHI CRACKLINGS SALT & VINEGAR 50G,15,12.75,SNACKS
7748485200101,LUCKY 7 TINAPA,18,17,Others
4800092551611,DOOWEE DONUT CHOCOLATE,105,86,SNACKS
528996359,KANDILA,5,4,Others
4806505854539,CHICK BOY TEXAS BBQ,5,4,SNACKS
498416220,CHICKEN CHORIZO HALAL,25,20,Others
4800011736020,OMEGA PAIN KILLER 30ML,35,30,Others
866983533,CHAMPION ENERGEN 1/2 DZ,87.5,76,Others
4800274020010,QUAKER INSTANT OATMEAL 200G,42,40,Others
4806020421933,WINROX,16,15,Others
4800370000000,SUPER CRUNCH GREEN,12,10,SNACKS
4800016073939,CLOUD 9 CHOCOLATE MILK DRINK,15,13,Ready To Drink Milk
4806502720080,GARDENIA PANDESAL PREMIUM,55,50,SNACKS
4800092771118,FUNKY CLASSIC POTATO,7,5,SNACKS
4800888143839,POND`S BRIGHT SERUM DAY CREAM DETOX 12G,25,20,Others
4806504712052,MEGA TUNA FLAKES HOT AND SPICY 155G,40,38,Tuna
775531529,SUMAPEN,23,22,Others
4800086049452,SELECTA COOKIES & CREAM 100ML,30,28,SNACKS
4800016052057,C2 LEMON GREEN TEA 355ML,25,20,BEVERAGES
4806533030073,STRAWBERRY SWEET STAR WITH NATA,10,8,Others
4803925130328,MOUNTIAN DEW 295ML,18,15,BEVERAGES
129247633,ALL PURPOSE FLOUR,29,25,Cooking
484894051,ALIBABA BARBECUE FLAVOR,12,11,SNACKS
4806527711162,RC QUTE,20,20,BEVERAGES
4800194110068,RIN-BEE CHEESE STICK 5G,23,21,SNACKS
4806533030035,MANGO SWEET STAR WITH NATA,10,8,Others
4806502359914,FEMME PAPER TOWEL,65,60,Others
598313729,SPRINGMAID TRAVELLER`S TOOTHBRUSH,23,20,Others
566801955,TINY CELLOPHANE,20,25,Others
4800249044300,BIGTIME NEGOSYO MAYO,18,17,Others
549055230,INDIAN SINANDOMING 25KLS,940,885,Rice
4800488011484,CHARMEE COTTONY NON-WINGS,19,18,Others
4800575144620,ALASKA FORTIFIED 1.6KG,504,495,Milk Powder
4800045411160,CHARM FABRICCONDITIONER 1/2 DZ,27.5,25,Others
930792746,KOPIKO BLACK TWIN  1/2 DZ,72.5,70,Others
193708196,WHOLE MANOK,190,160,Fresh Meat & Fish
419265202,PRIDE POWDER 1 DZ,55,45,Others
8990800012285,MENTOS CANDY,59,57,Others
4800249006674,SAN MARINO CHILI CORED TUNA 180G,48,44,Others
4800249008517,SAN MARINO CORNED TUNA 85G,28,26,Others
4806507834881,SILKA PAPAYA DEODORANT 25ML,35,29,Others
4806502720110,GARDENIA BUTTER TOAST,20,18,Others
568298141,TIDE TWIN 1/2 DZ,85,80,Others
4806502725894,GARDENIA HIGH FIBER  WHEAT RAISIN,89,85,Others
4800249006650,SAN MARINO CORNED TUNA  180G RED,48,45,Others
876731688,NESCAFE CREAMY WHITE TWIN 1/2 DZ,78,70,Others
4800888199126,SURF FABCON,26,24,Others
175361540,ABSOLUTE 6 LITERS,82,80,Water
515506907,GOLDEN SWEATER PAPER PLATE,35,30,Others
4800017928009,CALIFORNIA SEEDLESS RAISINS,56,54,Condiments
4800016052149,C2 LEMON GREEN TEA 500ML,35,28,BEVERAGES
800514625,C-4 RICE,950,840,Rice
501468129,MAYONAISE 1/4,70,70,Others
4800249902921,CDO LUNCHEON MEAT,92,87,Others
654056342,GOYA,25,24,Others
6927380000000,KING PLAYING CARDS,35,30,Others
447771063,CELLOPHANE MEDIUM BAGA,45,39,Others
4800092663277,JIGGELS JELLY JUICE APPLE WITH NATA  220ML,15,10,BEVERAGES
4809012817042,BENZALKONIUM CHLORIDE 75ML,12,10,Others
4800249044317,BIGTIME ALL-PURPOSE DRESSING,19,18,Others
4800888602275,LADY S CHOICE CHICKEN SPREAD,98,90,Others
4800011736013,OMEGA 15ML,23,20,Others
4800249022735,SAN MARINO TUNA FLAKES IN OIL,40,38,Others
735406183,NESCAFE ORIGINAL TWIN 1/2 DZ,78,75,Others
513497499,MONINA`S PASTILLAS,55,50,SNACKS
4800088230582,VIRGINIA REGULAR 1KG,210,200,Others
4800249043358,CDO CHICKEN LUNCHEON MEAT,96,90,Others
4800361417235,NESCAFE CAFE CREATIONS DOUBLE LATTE,12,11,Others
4806050120950,GIANT GUMMY JAM,135,130,SNACKS
4800888150202,POND`S BRIGHT SERUM DAY CREAM,15,10,Others
4800088115285,VIRGINIA CHICKEN LUNCHEON MEAT 395G,97,90,Spam & Luncheon Meat
8850006327456,COLGATE FRESH CONFIDENCE SPICY FRESH 2X120G,144,140,Others
4806502727683,GARDENIA DELICIA HAZELNUT 30G,26,25,Condiments
4800067450871,RHEA ISOPROPYL ALCOHOL 500ML,93,90,Alcohol
120484948,CLEAROUT 1 GALLON,1500,1400,Others
4809012345170,ACETONE 15ML,12,10,Others
4806502727317,NUE BAKE MONGGO,32,30,SNACKS
4800092662911,JIGGELS JELLY JUICE ORANGE 220ML,15,10,BEVERAGES
4806506313998,CHERUB BABY WIPES 80 SHEETS,100,93,Others
4806507834904,SILKA GREEN PAPAYA DEODORANT,35,29,Others
555936521,CELLOPHANE 3BY10,15,12,Others
183150734,YEMA CANDY,52,50,Others
103722554,KIM RED,19,18,Others
4806524000184,ICED COLA,15,14,Others
4801670000000,MANG TOMAS,40,38,Sauces & Gravy
548019120,DISPOSABLE MASK,65,50,Others
369200659,KANDILA TAG 10,10,8,Others
994654364,SNOWBEAR 25PCS,28,26,Others
4800040211253,FLAT TOPS MILK CHOCOLATE 150G,55,50,SNACKS
4800024578037,DEL MONTE PINEAPPLE STRAWBERRY 1L,95,90,BEVERAGES
4800344010040,ASENSO PACK SUKA,66,60,Others
5000270000000,JOHNNIEE WALKER RED LABEL 375ML,315,300,Hard Liquor
865274060,MAN IKAH SOAP,110,100,Others
881363009,PAIS PINO 1/2 SACK,850,845,Rice
4800045340293,UNIQUE  COOLING,70,65,Others
8888336020815,HUGGIES DRY PANTS XL-26 PCS,366,360,Others
4806502163849,SANICARE CLEANING WIPES 35+5 SHEETS,62,59,Others
4800040211178,CURLY TOPS MILK CHOCOLATE 150G,53,50,SNACKS
748485914107,KREMDENSADA WITH FRUIT COCKTAIL,127,120,Others
4800361418874,NESCAFE CAFE CREATIONS MOCHA LATTE,12,11,Others
4800017909701,RAM ELBOW MACARONI 400G,49,45,Pasta
4800092663062,JIGGELS JELLY JUICE STRAWBERRY 220ML,15,10,BEVERAGES
4809011817821,CHEESE POWDER,25,20,Condiments
4005808837359,NIVEA PEARL & BEAUTY 50ML,133,130,Others
4806507834942,SILKA WHITENING DEODORANT 40ML,42,40,Others
4800249022742,SAN MARINO TUNA FLAKES HOT & SPICY,40,38,Others
615401491,CHAM PION ENERGEN TWIN 1/2 DZ,78,70,Others
584507291,MASK,55,49,Others
398835019,HOLIDAY CORNE BEEF 150G 1/2DZ,228,218,Others
268797173,DIAMANTE GAGMAY 1 CASE,870,800,Hard Liquor
406197956,BEAR BRAND SWAK 1 CASE,1425,1300,Others
3197000000000,4C ORGANIC SINAMAK 350ML,47,45,Condiments
934689056,ABSOLUTE 5 LITERS,70,65,Water
6920350000000,COLGATE,170,165,Others
4897000000000000,EBERHARD FAFER MONGOL 2,100,95,Others
392690570,CLEARWEED 1 GALLON,1250,1200,Others
851791384,SOIPAO PORK ASADO,30,25,SNACKS
4800016025716,C2 MILK TEA CARAMEL 270ML,38,35,BEVERAGES
4800016074769,C2 MILK TEA CHOCOLATE 270ML,38,35,BEVERAGES
4806519825556,BABY FIRST,95,90,Others
4806532070063,PACIFIC SUNRISE 500ML,85,80,Cooking
4800888142894,REXONA PASSION 50ML,120,115,Others
4800888158925,REXONA POWDER DRY BRIGHTENING 25ML,60,55,Others
4808888411705,PALMOLIVE ULTRA SMOOTH 180ML,192,182,Others
4800888139481,CREAM SILK STANDOUT STRAIGHT 180ML,148,140,Others
4800153150128,BONAKID PRE-SCHOOL 3+ 1.6KG,980,930,Milk Powder
4806502727690,GARDENIA DELICIA MILKY CHOCOLATE SPREAD,25,24,Condiments
4800888142672,REXONA PASSION 25ML,60,55,Others
4806507834928,SILKA REFRESHING DEODORANT 25ML,35,29,Others
758962223,SPEED BAR,850,800,Others
44057154,BONNA 0-6 MONTHS 1.2KG,788,720,Milk Powder
639230176,ONE OPTI JUICE,300,300,Others
8437010000000,MOMPO VINO DE MISA 75CL,386,380,BEVERAGES
283418143,BETADINE,20,18,Others
685689368,NAIL CUTTER,30,25,Others
9556300000000,KOKOMAS,188,180,Others
6950860000000,COOL JELLY,135,130,SNACKS
537553352,QUEENFLOWER BALM,55,50,Others
4800888150622,REXONA SHOWER CLEAN 25ML,60,55,Others
4808888413709,PALMOLIVE INTENSE MOISTURE 180ML,192,182,Others
4800888139467,CREAM SILK HAIR FALL DEFENSE 180ML,148,140,Others
4800888206091,CREAM SILK TRIPLE KERATIN ULTIMATE REPAIR & SHINE 170ML,145,140,Others
4800888206183,CREAM SILK TRIPLE KERATIN ULTIMATE STRAIGHT 170ML,145,140,Others
300875132371,LACTUM 3+ PRE-SCHOOL AGE 700G,425,420,Milk Powder
4800888165435,REXONA ADVANCED BRIGHTENING,120,115,Others
4800888166234,REXONA ADVANCED BRIGHTENING 25ML,65,60,Others
4806507834898,SILKA PAPAYA DEORANT 40ML,42,40,Others
4806507834935,SILKA REFRESHING DEORANT 40ML,42,40,Others
4808888431444,PALMOLIVE SILKY STRAIGHT 180ML,192,182,Others
4800130010063,GSM PREMIUM GIN 750ML,175,170,Hard Liquor
4809010486387,STICKMAN WAFER STICK CHOCOLATE 260G,54,50,SNACKS
4800130000000,PRIMERA LIGHT ONE LITER,140,120,Hard Liquor
4800580000000,ALASKA FORTIFIED 2KG,562,547,Milk Powder
8998670000000,KOPIKO CREAMY CARAMELO TWIN,14,12,Others
8888340000000,HUGGIES DRY PANTS XXL-22 PCS,385,380,Others
4005900000000,NIVEA DEEP SERUM BRIGHT&FIRM 50ML,156,150,Others
4005810000000,NIVEA EXTRA BRIGHT & FIRM,180,175,Others
366002288,1 CONTAINER WATER,220,180,Water
660646918,MAYANAISE 1/4 KILO,80,75,Others
8888336020808,HUGGIES DRY  PANTS M-34 PCS,340,335,Others
8888336020716,HUGGIES DRY PANTS L-30 PCS,340,335,Others
4800888192486,REXONA MEN ANTIBACTERIAL DEFENSE,120,115,Others
4800888150639,REXONA SHOWER CLEAN 50ML,120,115,Others
4005900317438,NIVEA BRIGHTENING PPOWDER 50ML,156,150,Others
4800888139450,CREAM SILK DAMAGE CONTROL 180ML,148,140,Others
4800888220936,CREAM SILK TRIPLE KERATIN ULTIMATE HAIR FALL DEFIANCE 170ML,145,140,Others
4806526071892,CHOCOLATE GOLDEN COINS 100PCS,98,95,SNACKS
4800130010216,ANTONOV VODKA 70CL,177,170,Hard Liquor
4806507834959,SILKA WHITENING DEODORANT 25ML,35,29,Others
7748485100401,CENTURY TUNA FLAKES IN OIL,35,33,Tuna
9556030000000,ULTRA AXION KALAMANSI,5,4,Others
4806527711117,RC COLA 1.5L,75,60,BEVERAGES
4800194106771,OISHI POTATO FRIES CHEESE 50G,16,12.75,SNACKS
4801234135058,OFF! BABY,155,1150,Others
737552870453,FIESTA GINISANG BAGOONG SPICY 250G,87,85,Others
8090001678348,BLESS AND GRACE BANANA BLOSSOM,32,30,Condiments
4800103343310,LIPPS RAINBOW,23,22,Others
4800344001222,SILVER SWAN SOY SAUCE 1/2 GALLON,105,50,Others
238743454,COKE MISMO PER CASE,204,180,BEVERAGES
8998666002983,KOPIKO CAFEMOCHA TWIN,14,12,Others
4902430495073,SAFEGUARD PURE WHITE,39,35,Others
8809300000000,EVER-WHIP,260,240,Others
4801234134419,BAYGON COIL ANTI-DENGUE MOSQUITO,24,20,Others
9557727211406,DAIRY CHAMP 1KG,117,115,Condensed Milk
4801234102227,BAYGON LIQUID REPELLER,179,175,Others
4800049720121,NATURE SPRING 100OML,20,18,Water
4800045310241,SMART GREEN DISHWASHING PASTE 200G,28,20,Others
49814521,CHUPA CHUPS,10,8,SNACKS
4800045310272,SMART DISHWASHING PASTE GREEN 400G,46,45,Others
4801234106416,BAYGON PROTECTOR,217,215,Others
4806502359754,FEMME DECOR BATHROOM TISSUE,12,11,Others
331756803,CREAM SILK 1/2 DZ,39,38,Others
8997033170164,ALICE SINAMANGKA WATERMELON 65G,12,9.5,Others
765968670,BUG-OFF,5,4,Others
982955562,CELLOPHANE 4X8,10,10,Others
