Item Code,Item Name,Retail Price,Cost,Category
4806511019892,24 SEVEN ORANGE,15,14,Others
4806507831897,JUICY COLOGNE SWEET DELIGHTS 50ML,30,27,Others
4987176123077,WHISPER SUPER CLEAN & DRY 23CM,36,34,Others
4800119239829,HYGIENIX 1000ML,193,188,Alcohol
4806507835192,JUICY COLOGNE UP UP AND AWAY,30,27,Others
4800488960379,HY-PANTS ADULT UNDERWEAR L 10 PCS,262,257,Others
4800088109284,VERGINIA PREMIUM GOLD LABEL SPAGHETTI PASTA ITALIAN,200,190,Others
4987176030900,PAMPERS AIRCON PANTS,325,314,Others
8885010000000,AICE CHOCOLATE CRISPY,22,20,SNACKS
4806508630031,NOVELLINO BIANCO CLASSICO 750ML,288,273,BEVERAGES
4800888160027,REXONA ICE COOL DEO-LOTION 3ML,8,7,Others
4800024585639,DEL MONTE MR. MILK MANGO YOGHURT 100ML,10,9,Yogurt
8851717200014,DUTCH MILL BLUEBERRY 90ML,15,10,Ready To Drink Milk
4800361397605,BEAR BRAND 99G,40,38,Others
477493425,CREAMSILK HAIR FALL DEFENSE,7,5,Others
4806515161832,EMPRESS SHAMPOO LONG & HEALTHY 21ML,6,5,Others
4902430335065,WHISPER BREATHABLE COTTONY SOFT,79,76.32,Others
4800212000746,CHAMPOLA WAFER STICK CHOCOLATE 60G,39,30,SNACKS
4800016635076,JACK `N JILL CHIPPY MILD & TASTY 110G,24,20.4,SNACKS
4809012676526,GENREV KAONG RED 12OZ,55,50,Others
4800067056882,BABYFLO PURPLE RAIN 50ML,41,38,Others
48039116,JOHNSON`S SUMMER SWINGS 25ML,24,22,Others
4800024583864,DEL MONTE MR. MILK STRAWBERRY 100ML,60,52,Yogurt
4800024583055,DEL MONTE MR. MILK MANGO 100ML,60,52,Yogurt
4800024583062,DEL MONTE MR. MILK GREEN APPLE YOGHURT 100ML,10,9,Yogurt
4806504712083,MEGA TUNA FLAKES SPANISH STYLE 155G,40,38,Tuna
4806511010424,YAAHOO CHEESE BISCUIT 10G,20,19,SNACKS
4800365101031,SUPER CRUNCH CORNCHIPS,12,11,SNACKS
4800092660979,CHOCO MUCHO DARK CHOCOLATE,72,67,SNACKS
4800092110863,KRIM STIX PANDAN,19,18,Others
4800174045007,PRAWN CRACKERS 500G,78,75,SNACKS
4806507831903,JUICY COLOGNE ICYLICIOUS 50ML,30,27,Others
4806507835185,JUICY COLOGNE UP UP AND AWAY 25ML,18,15,Others
4806506319594,TWINS LAMPEIN M 38PCS.,244,240,Others
8090001557698,DOVE PINK,77,75,Others
4800024576064,DEL MONTE SWEETENED,108,98,BEVERAGES
4806506319747,TWINS LAMPEIN BABY COMFORT XL 4 PCS,38,35,Others
880031514,SALT 1 KL,10,9,Others
4800888209566,CREAM SILK TRIPLE KERATIN ULTIMATE COLOR REVIVE,7,5,Others
4800888169716,SUNSILK SMOOTH & MANAGEABLE 15ML,6,5,Others
4800016663802,VOVA SMALL,17,13,SNACKS
510758307,CLEAR BLUE 1/2 DZ,37,35,Others
891439213,LOTTERY BALLON,122,100,Others
366200161,MENIRAL NATURE SPRING 350,230,225,Others
822864399,LUCKY ME,10,9,Others
8850390000000,MOGU-MOGU ORANGE,47,40,BEVERAGES
4800090000000,SELECTA COOKIES & CREAM 1.3L,285,260,SNACKS
303147189,DOVE BLUE 1/2 DZ,38,36,Others
9555190000000,SKITTLES 30G,42,40,SNACKS
4800010000000,MEGASCENT PANYAWAN 50ML,82,80,Others
4800490000000,EQ DRY NEW BORN 44PCS,345,340,Others
4800150000000,ORCHID DEODORIZER LEMON 100G,60,53,Others
8000500000000,TICTAC ORANGE FLAVOURED CANDIES 152G,192,190,SNACKS
4800240000000,QUEEN MAMI CHOCO PEANUT BARS 48 PIECES,64,60,SNACKS
913722199,HOTDOG,15,13,SNACKS
4800888199133,SURF PURPLE LOOMS,6,5,Others
4902430831161,TIDEJUMBO PERFECT CLEAN WITH DOWNY,15,13,Others
4800220587253,TANDUAY LIGHT 375ML,55,50,Hard Liquor
4800147200556,ORCHID DEODORIZER STRAWBERRY 100ML,60,53,Others
4800092113376,FROOTEES MANGO,6,5,SNACKS
4800147201010,ORCHID DEODORIZER APPLE 100G,60,53,Others
4987176125187,PAMPERS PANTS L 30 PANTS,309,300,Others
4800641007897,ALL PURPOSE ZIPPER BAG 20 LARGE,100,90,Others
135028500,DOVE PINK 1 DOZ,78,70,Others
4800092773112,FUNKY HICKORY SWEET BBQ,7,6,SNACKS
4806509570046,MIKEY PRODUCT PAPER PLATE,45,40,Others
4806509570060,MIKEY PAPER PLATE ORDINARY WHITE,45,40,Others
502965779,MICROWAVABLE IP-100,56,50,Others
610429313,POP-I TRANSPARENT CUP 7OZ,34,30,Others
4800016476013,X.O BUTTER CARAMEL CANDY,34,30,SNACKS
844930423,POP-I HOTDOG TRAY SILVER,30,25,Others
4806534229834,PANDA SOFT FRUIT GUMMY,175,170,SNACKS
699980560,JOHN`S BREAD STICK,110,100,SNACKS
445230686,CELLPHANE 5X10,18,15,Others
928661641,TURMERIC POWDER 50G,23,20,Condiments
6926341892712,HBW BALL POINT PEN,350,350,Others
488829452,POP-I PAPER CUP 8OZ,52,50,Others
4806534220145,WATERMELON SOFT GUMMY,175,170,SNACKS
4800011000022,MAMA`S LOVE COTTON BUDS 100 TIPS,32,30,Others
48031776,CHEERS BABY OIL,17,15,Others
24902430349080,ORAL B TOOTHBRUSH 1 PAD,120,100,Others
4806534220114,EARTH SOFT GUMMY,175,170,SNACKS
4806534220060,BOMB DUCK! SOFT GUMMY,175,170,SNACKS
4800024579300,DEL MONTE PINEAPPLE JUICE FIBER ENRICHED,110,100,BEVERAGES
8850389114681,MOGU MOGU SWEET TANGERINE ORANGE 180ML,30,25,BEVERAGES
625593104,JOHN`S COATED MANI,110,100,SNACKS
4800011187150,WINNER KALAMANSI SCENT 350ML,46,45,Others
4806509570589,POP-I TRANSPARENT CUP 12OZ,46,40,Others
4806534229841,EMOJI SOFT FRUIT GUMMY,175,170,SNACKS
4806534220121,SOCCER SOFT GUMMY,175,170,SNACKS
4806534220091,BASKET BALL SOFT GUMMY,175,170,SNACKS
4806508361690,SUNRISE GUMMY SOURSNAKE,50,45,SNACKS
4800365881773,SUPER DELIGHTS WAFER STICKS 244G,60,55,SNACKS
8850389114667,MOGU MOGU FOUR SEASON 180ML,30,25,BEVERAGES
4806526075920,PONY EGG 15GX60PCS,470,460,SNACKS
8850389115237,MOGU MOGU GRAPEFRUIT 320ML,47,45,BEVERAGES
4809015077078,SPECIAL ODONG,59,50,Others
656825478,BUG-OFF 1 PACK,66,60,Others
4800011000015,MAMA`S LOVE COTTON BUDS 50 TIPS,15,13,Others
4800011000039,MAMA`S LOVE COTTON BUDS 200 TIPS,75,71,Others
4800011186498,WINNER LEMON SCENT 350ML,46,40,Others
6922577100416,LOVE LOLLIPOP,125,120,SNACKS
304834593,SELECTA HERSHEY`S COOKIES & CREAM 1.3L,345,340,SNACKS
4806508630048,NOVELLINO BIANCO VIVACE 750ML,349,334,BEVERAGES
8006423302501,SORINI SORINETTE DOUBLE CHOCOLATE 200G,206,196,SNACKS
8006423362703,SORINI DARK KING CHOCOLATE 250G,229,219,SNACKS
4806026374288,LAY`S POTATO CHIPS CLASSIC 180G 2`S,270,259.4,SNACKS
4800088614009,VIRGINIA SUNFLOWER COOKING OIL 1000ML,215,209,Cooking Oil
4800024582478,DEL MONTE RESEALABLE  HOT & SPICY 320G,34,29,Sauces & Gravy
14285003038,PAPA BANANA KETCHUP 1KG,68,63,Sauces & Gravy
4801668605967,DATU PUTI ADOBO SERIES SPICY 180ML,40,38,Sauces & Gravy
4800220517755,TANDUAY SUPERIOR BLENDED RHUM BLACK 70 CL,278,263,Hard Liquor
5010327929231,SCOTTISH LEGACY WHISKY 700ML,372,362,Hard Liquor
8992929751120,KRIS CHARMING BODY LOTION 100ML,28,25,Others
8850007040385,JOHNSON`S SHINY DROPS CONDITIONER 200ML,155,150,Others
4800067056615,BABYFLO WHISPERING HOPE 50ML,38,36,Others
8888111945401,DEL MONTE SARDINES IN TERIYAKI SAUCE 425G,223,218,Sardines
8888111945418,DEL MONTE SRADINES IN MISO SAUCE 425,223,218,Sardines
4800103341835,CHUBBY CHOCO,19,18,Others
4806504610198,MARLBORO BLACK,1357,1352,Others
14604386,AVON FEELIN FRESH SPRING BLOSSOM 60G,239,229,Others
1234601426078,SANTORY CRACKERS ONION & GARLIC FLAVOR 200G,42,40,SNACKS
14730948,AVON FEELIN FRESH COOLING FRESH 60G,125,115,Others
4800174162506,KROPECK SQUID FLAVORED 250G,60,55,SNACKS
1234601427228,SANTORY CRACKERS SQUID FLAVOR 200G,42,40,SNACKS
4806507831910,JUICY COLOGNE SPRIGHTLY SPRINKLE 50ML,30,27,Others
14566530,AVON CHERRY BLOSSOM HAND & BODY LOTION 200ML,139,129,Others
4804888555609,LOBSTER CRACKERS,50,48,SNACKS
4806506319549,TWINS LAMPEIN BABY COMFORT NB-S 15 PCS,81,78,Others
4800317500028,KENDI MINT 50 PCS,52,40,Others
4800131592278,ETHYL ALCOHOL BIOGENIC 500ML,85,80,Others
8850389108666,MOGU MOGU 1000ML STRAWBERRY,154,128,Others
8850389106990,MOGU MOGU 1000ML COCONUT,154,128,Others
82100179022,ARBORMIST WHITE ZINFANDEL 750ML,365,351,BEVERAGES
82100179237,ARBORMIST MERLOT 750ML,365,351,BEVERAGES
4806512270735,MARGARITA QUEEN WITH TEQUILA BERRY 750ML,243,201,BEVERAGES
8851019310190,GLICO POCKY CHOCOLATE 40G,45,41,SNACKS
7622210478351,CADBURY DAIRY MILK CHOCOLATE COKLAT SUSU 405G,451,440.85,SNACKS
4800024582485,DEL MONTE RESEALABLE EXTRA RICH BANANA KETCHUP 320G,30,23,Sauces & Gravy
4808680022031,LADY`S CHOICE CHICKEN SPREAD 220ML,128,125,Others
4800220572754,BORACAY CAPPUCINNO 750ML,110,100,Hard Liquor
4800220573751,BORACAY COCONUT 750ML,110,100,Hard Liquor
4800024584915,FIT `N RIGHT CTRL PINEAPPLE PASIONFRUIT 330ML,36,34,BEVERAGES
4800103343570,YABA FRUIT POPS,32,30,Others
4032900145211,MIGHTY BLAST,110,106,Others
120598007,MURIATIC ACID 500ML,42,40,Others
14604379,AVON FEELIN FRESH POWDER FRESH 60G,239,229,Others
4800174062509,ONION & GARLIC CRACKERS 250G,42,40,SNACKS
4804888555593,LOBSTER CRACKERS 80G,22,20,SNACKS
14749384,AVON PAPAYA & SOY HAND & BODY LOTION 200ML,139,129,Others
4804888555357,SQUID FLAKES CRACKERS 200G,51,49,SNACKS
4806506315404,TWINS LAMPEIN M 60+6 PADS,366,360,Others
4806506315008,GRAND ADULT DIAPERS MINI PACK M2 32-44 HIPS SIZE,44,39,Others
4806506319099,SUPER TWINS BABY PANTS XLL8 PADS,84,81,Others
4806507831545,SILKA GREEN PAPAYA 50ML,42,37,Others
4806506319075,SUPER TWINS BABY PANTS XL8,81,78,Others
4806506693021,PEARL TOWER LONGKOU VERMICELLI 50G,11,10,Others
4800888212900,DOVE BLUE,7,6,Others
844477182,SAN MIG LIGHT,965,900,Others
293326418,C2 1 CASE,310,270,Others
936803232,KOPIKO BLANCA,47.5,43,Others
8998389124191,KUKIS VANILLA 60G,15,11,SNACKS
719859796872,SEVEN STAR 750ML,210,194.8,BEVERAGES
4809010177889,SWORDSMAN CHOC HOC TONG 340ML,32,25,BEVERAGES
40000553946,TWIX COOKIES AND CREME MINIS 275G,327,317,SNACKS
34000214907,HERSHEY`S MINIATURES CHOCOLATES 294G,315,305,SNACKS
8850043140025,KHAO SHONG NUTS WASABI COATED GREEN PEAS 120G,125,120,SNACKS
9556296200255,COCOALAND KOKO JELLY SMALL JAR,275,265,SNACKS
4800053412012,SUSAN BAKER CORN OIL 1L,198,192.55,Cooking Oil
4801668601211,UFC GOLDEN FIESTA SOYA OIL 1L,180,174.5,Cooking Oil
8992802618038,DIABETASOL POWDERED MILK CHOCOLATE 180G,313,308,Milk Powder
4800361418898,NESCAFE CAFE CREATIONS MOCHA LATTE 330G,120,110,Others
4800361420181,NESCAFE CAFE CREATIONS STRAWBERRY LATTE 320G,120,110,Others
4800361417259,NESCAFE CREATIONS DOUBLE LATTE 330G,120,110,Others
4800361417228,NESCAFE CAFE CREATIONS CARAMEL LATTE 330G,120,110,Others
4808680020877,LADY`S CHOICE SANDWICH SPREAD 220ML,128,125,Others
4806519013274,GENREV KAONG GREEN 12OZ,55,50,Others
4806519013281,GENREV NATA DE COCO WHITE 12OZ,55,50,Others
4800220625450,BARMAN AMARETTO SOUR COCKTAIL 250ML,93,88,Hard Liquor
4800220626457,BARMAN BLACK RUSSIAN COCKTAIL 250ML,93,88,Hard Liquor
4800220629854,GINTO BARREL-AGED-GIN 600ML,114,104,Hard Liquor
748485400891,BIRCH TREE FULL CREAM MILK 300G,135,130,Milk Powder
4800119239843,HYGIENIX GERM-KILL 1000ML,195,190,Alcohol
4800067056820,BABYFLO POWDER PUFF 50ML,38,36,Others
4800016077531,CREAM-O COOKIES `N CREAM 270G,68,64.3,SNACKS
60-1-05841-3-0004,DUTCH MILL STRAWBERRY 180ML,21,19,Yogurt
48040884,WINSTON RED 10`S,69,64,Others
4806504613212,MARLBORO RED,1357,1352,Others
4800024570741,QUICK N EASY CURRY MIX,31,29,Condiments
4800047840579,ZONROX BLEACH FLORAL 1000ML,44,41,Others
14059520,AVON GREEN PAPAYA & CALAMANSI HAND & BODY LOTION 200ML,139,129,Others
14604348,AVON FEELIN FRESH BHA POWER SERUM 60G,239,229,Others
4800047840562,ZONROX BLEACH FLORAL 500ML,27,25,Others
4800045310036,PRIDE WITH STAIN-AWAY FORMULA 1000G,95,91,Others
4800047840227,ZONROX BLEACH FRESH,20,18,Others
4800045310296,PRIDE ALL DAY FRESH WITH ANTI-BACTERIAL 1000G,95,91,Others
4800274040018,QUAKER OATS INSTANT,75,69,Others
4806030204373,GOOD LIFE PREMIUM FIRST CLASS 80G,25,19,Others
204145061,EVEREADY BATTER,24,22,Others
841685518,COLGATE 1/2 DZ,53,50,Others
997515993,KOPIKO BROWN 1 BAG,150,140,Others
642067914,AXION 1 DZ,60,55,Pork & Beans
4806505854591,POP SNACK,19,17,SNACKS
85592121043,TEQUILA ROSE STRAWBERRY CREAM 750ML,1100,930,BEVERAGES
9556437005664,COCON PUDDING NATA DE COCO 1280G,262,252,SNACKS
4800110094458,SELECTA FORTIFIED LOW FAT MILK 245ML,33,27.75,Ready To Drink Milk
4800016138584,GRANNY GOOSE TORTILLOS CHILI FLAVORED CORN SNACKS 160G,35,31.2,SNACKS
4800024582461,DEL MONTE RESEALABLE SWEET CHILI SAUCE 320G,35,30,Sauces & Gravy
4808680022277,LADY`S CHOICE TUNA SPREAD 220ML,128,125,Others
4808680022314,LADY`S CHOICE BACON SPREAD 220ML,128,125,Others
4800220514754,PREMIUM DRY LONDON GIN 700ML,138,128,Hard Liquor
4806515161658,KERATIN PLUS BRAZILIAN HAIR TREATMENT 200G,95,90,Others
4806515160781,ALCOPLUS ISOPROPYL ALCOHOL 150ML,38,33,Alcohol
4800177073205,WINSTON RED,1259,1257,Others
4806506319693,TWINS LAMPEIN XL 30 PCS,232,230,Others
4806506319587,TWINS LAMPEIN NB-S 42PCS,244,240,Others
4800045310012,PRIDE WITH STAIN-AWAY FORMULA 500G,48,45,Others
4800045310289,PRIDE ALL DAY FRESH WITH ANTI-BACTERIAL 500G,48,45,Others
4803746900056,ALERT OPTIMUM 12-HOURS,145,140,Others
4800017911308,RAM COARSE IODIZE SALT 250G,10,8,Condiments
8410162100333,FUNDADOR DOUBLE LIGHTS 70CL,295,355,Hard Liquor
4806506318788,SISTERS PANTYLINERS 20 LONGER 180 CM,36,33,Others
782125290,MIGHT 1/2 RM,540,500,Others
38000138416,PRINGLES ORIGINAL 149G,115,107,SNACKS
38000138430,PRINGLES SOUR CREAM & ONION 149G,115,107,SNACKS
8850007372882,MODESS W WINGS,70,68,Others
8850389105474,MOGU MOGU 1000ML GRAPE,154,128,Others
4806504713271,MEGA PRIME VERMICCELLI SOTANGHON 250G,47,44,Others
4800361393645,NESCAFE CLASSIC 50G,42,40,Others
731126104081,NAGARAYA GARLIC 80G,25,21,SNACKS
98426701755,MARIA CLARA 750ML,209,194,BEVERAGES
4806014001431,DONA ELENA WHITE WINE 75CL,231,215.1,BEVERAGES
4806030203857,MAY SPARKLING APPLE 75CL,236,216.55,BEVERAGES
4806512270711,MARGARITA QUEEN WITH TEQUILA LIME 750ML,243,201,BEVERAGES
4800212000838,CHAMPOLA WAFER STICK CHOCOBEST 60G,39,29,SNACKS
4808591800100,OVALTINE PREMIUM 400G,172,167,Milk Powder
8801055709267,NESCAFE GOLD INTENSE DARK ROAST 100G,353,348,Others
14285001119,UFC TAMIS ANGHANG BANANA CATSUP 2KG,268,263,Sauces & Gravy
4800035101712,LILY`S CLASSIC PEANUT BUTTER 224G,103,100,Others
4800220627454,BARMAN DARK & STORMY COCKTAIL 250ML,93,88,Hard Liquor
8992929751090,KRIS CASUAL BODYLOTION 100ML,28,25,Others
4800024570024,DEL MONTE FIT `N RIGHT BURN FOUR SEASON 330ML,36,34,BEVERAGES
748485708270,FRESCA CORNED TUNA 95G,16,14,Tuna
37600240345,SPAM LUNCHEON MEAT LESS SODIUM 340G,240,230,Spam & Luncheon Meat
4902430154154,JOY KALAMANSI 175ML,65,62,Others
4800092553028,DOOWEE DONUT STRAWBERRY-DIPPED,105,85,SNACKS
4800024570727,QUICK N EASY KARE-KARE MIX,31,29,Condiments
4806507831934,JUICY COLOGNE ANGEL`S BLISS,18,15,Others
4806507831941,JUICY COLOGNE ORANGE TWIST 25ML,18,15,Others
4800045360031,PRIDE KALANMANSI & JASMINE 1000G,95,91,Others
4806506319372,TWINS LAMPEIN BABY CMFORT XXL 12 PCS,113,110,Others
123146061,RC BOTTLES MEGA 1 CASE,370,380,Others
4800194211048,MARTY S BACONETTE STRIPS,25,22,SNACKS
748485900056,FRESCA AFRITADA 175G,29,23,Tuna
4806516360067,PREMIUM CHAMDIZ SPARKLING GRAPE 750ML,347,216.55,BEVERAGES
4806512270728,MARGARITA QUEEN WITH TEQUILA STRAWBERRY 750ML,215,201,BEVERAGES
4809013804553,GOLDEN SPOON GUYABANO HERBAL TEA 24G,65,60,Others
4800067056981,BABYFLO HEAVENLY TOUCH 50ML,38,36,Others
4800103220505,JUDGE SPEARMINT CHEWING GUM,38,36,Others
4800103343631,JUDGE CHERRY CHEWING GUM,38,36,Others
88402048,WINSTON COOL MINT,95,86,Others
4801958393109,CRISPY FRY GARLIC,17,15,Others
4800344020766,WOW SARAP 8G,29,27,Others
4806507831965,JUICY COLOGNE SWEET DELIGHT 25ML,18,15,Others
4806506315435,TWINS LAMPEIN XL 48+5 PADS,390,380,Others
4800024568328,QUICK N EASY CALDERETA SAUCE 80G,22,20,Condiments
4808888190082,COLGATE SENSITIVE BUY 1 GET 1,195,190,Others
4902430293402,WHISPER BREATHABLE COTTONY SOFT 23CM,43,41,Others
49698190,NISSIN CUP NOODLES SEAFOOD MINI,93,90,Instant Noodles & Canton
4806507831552,SILKA GREEN PAPAYA 100ML,67,62,Others
913900119,HEAD SHOULDERS 1DZ,78,72,Others
701434881,BIODERM BLUE 1/2 DZ,102,100,Others
754188868,ENERGEN MILK 1 DZ,95,90,Others
4803930000000,GATORADE BLUE BOLT 1.5L,120,113,BEVERAGES
4800344001628,SILVER SWAN SOY SAUCE 1L,58,55,Condiments
4806521793676,W.L. TATTOOS BBQ FLAVORED 60G,9,7.2,SNACKS
4800016666247,JACK `N JILL NOVA SWEET CHILI 40G,15,13,SNACKS
4801668605738,DATU PUTI NEGOSYO PACK 200ML,90,85.25,Sauces & Gravy
4809011507623,MARCA PAVO BLACK BEANS 100G,17,14.95,Others
4800017901507,RAM SPANISH STYLE TOMATO SAUCE 115G,16,14,Sauces & Gravy
4808680021508,LADY`S CHOICE REAL MAYONNAISE 470ML,232,227,Others
4800016961625,CHOOEY TOFFEE 236.5G,48,35,Others
60-1-05841-3-0006,DUTCH MILL SUPERFRUITS 180ML,21,19,Yogurt
8853002302977,DUTCH MILL MELON JUICE 90ML,11,10,Yogurt
4803746330037,TUFF GERMBAN FRESH BREEZE LEMON 250ML,249,239,Others
4800017905208,RAM GREEN PEAS 225G,27,25,Others
4800022100018,HUNT`S PORK & BEANS 230G,34,31,Pork & Beans
4800092660818,CHOCO MUCHO MILK CHOCOLATE,78,67,SNACKS
677840482527,TROLLI CLASSIC BEARS,33,30,Others
40329055,CAMEL YELLOW,90,105,Others
13730543,AVON VIOLET & ROSE HAND & BODY LOTION,139,129,Others
14604355,AVON FEELIN FRESH CRYSTAL TAWAS 60G,239,229,Others
4800045360024,PRIDE KALAMANSI & JASMINE 500G,50,45,Others
400309840,FIT `N RIGHT FOUR SEASON 1 LITER,85,80,BEVERAGES
4806507831064,SILKA PAPAYA  100ML,63,58,Others
4806507831170,SILKA PAPAYA 90G,38,33,Others
4806506319617,TWINS LAMPEIN  BABY COMFORT NB-S 12 PCS,75,72,Others
4806506315039,GRAND ADULT DAIPERS L8+ UNISEX,184,179,Others
255844273,SUKA 100 ML,6,5,Others
6072120165970,CULTURE BLENDS AMERICAN,70,63,Others
4800024583178,POTATO CRISP SPICY 100G,30,25,SNACKS
4801668605950,DATU PUTI ADOBO SERIES GATA 180ML,50,48,Sauces & Gravy
4806501599410,ANLENE GOLD PLAIN 300G,230,217,Milk Powder
4800067130100,RHEA ISOPROPYL ALCOHOL 350ML,80,70,Alcohol
4800067056950,BABYFLO PINK FANTASY BABY COLOGNE 50ML,38,36,Others
4902430154239,JOY EXPERT SAFEGUARD 165ML,65,62,Others
4800092552786,DOOWEE DONUT WHITE CHOCO FROST,98,85,SNACKS
6936756226316,SOUR RAINBOW RIPS,55,52,Others
4809013918335,PHARMALINE ADULT DIAPERS,202,197,Others
4803746151809,PERSONAL COLLECTION HERBS & BEAUTY PASSION BLOOM 220ML,159,149,Others
8850007331261,CAREFREE BREATHABLE,53,50,Others
4800314093868,SCOTCHBRITE 3S,113,111,Others
4806515981829,MURIATIC  ACID 500ML,48,45,Others
4800088146111,AUTRALIAN KARNE NORTE GUISADO,35,30,Corned Beef
4806512230364,PANCAKE PLUS WITH CHOCOLATE SYRUP INSIDE,40,38,Others
4806506318764,SISTERS PANTYLINERS,34,31,Others
4800888602718,KNORR CHICKEN BROTH CUBE 10G,7,6,Condiments
938620152,KING CUP,20,19,Sardines
609753010,SANDALS,120,100,Others
4806504712120,SPARKLING PRIMO  RED GRAPE DRINK,202,192,Hard Liquor
4800024556899,DEL MONTE TOMATO PASTE 150G,30,29,Others
4800361393492,BEAR BRAND CHOCOMILK DRINK 300G,120,115,Milk Powder
4803746370286,PERSONAL COLECTION SOF & MMMMMM FABRIC CONDITIONER 1000ML,280,270,Others
4809011247512,KABLON PURE TABLEA 64G,60,57,Others
37600336161,SPAM LUNCHEON MEAT LITE 340G,240,230,Spam & Luncheon Meat
4804888889018,QUICKCHOW CHICKEN,9,8,Instant Noodles & Canton
4800103344812,CHUBBY CHOCO MILK,19,18,Others
4800361393744,NESCAFE CLASSIC DECAF 80G,91,88,Others
4801010342748,CAREFREE HEATLY FRESH SULIT PACK,66,60,Others
4800131291683,BIOGENIC ALCOHOL 500ML,90,86,Alcohol
15025,AUSTRALIAN CORNED BEEF 150G,40,35,Corned Beef
4806507831521,SILKA GREEN PAPAYA 90G,42,37,Others
826874145,MENIRAL 350 BY 40,380,370,Others
4806510000000,PANCAKE CREAMY & FLUFFY 200G,62,55,Others
4800024037480,DELMONTE FIESTA FRUIT COCKTAIL 836G,90,83,Others
5410746066379,MAY SPARLING WHITE GRAPE 75CL,260,216.55,BEVERAGES
4800016622571,JACK `N JILL PIC-A UNLIMITED CHEDDAR 180G,50,44.55,SNACKS
4891208040150,OISHI KIREI YUMMY FLAKES 45G,16,14.5,SNACKS
4800016603259,JACK `N JILL POTATO CHIPS VCUT CHEESE 25G,16,14,SNACKS
4801668100301,PAPA BANANA KETCHUP 530G,48,43,Sauces & Gravy
4809012676458,GENREV KAONG RED 8OZ,53,50,Others
4800067451885,RHEA ESOPROPYL ALCOHOL 500ML,93,88,Alcohol
8992929751007,KRIS SENSUAL BODY LOTION 100ML,28,25,Others
8853002303110,DUTCH MILL SUPERFRUITS 90ML,11,10,Yogurt
4800088115179,VIRGINIA PORN N` BEANS 220G,29,27,Pork & Beans
4902430154147,JOY LEMON 175ML,65,62,Others
6953958100114,MANDARRIN,160,155,Others
4800024568335,QUICK N EASY AFRITADA SAUCE,28,25,Condiments
4800017910509,RAM SALAD MACARONI 400G,49,45,Pasta
4800088146135,AUSTRALIAN KARNE NORTE HOT & SPICY,35,30,Corned Beef
4800274300020,QUAKER OATS CHOCOLATE 500G,115,100,Others
4806506318801,SISTERS DAY MAXI 4 PADS,14,11,Others
4800153151187,BONNA 0-6 MONTHS 150G,110,100,Milk Powder
752315866,SSS,35,28,Others
421742437,V-CHEN BLUE 1 BAG,52,50,Others
6072120165994,CULTURE BLENDS CHOCO MUCHA,70,63,Others
4800017938107,RAM TOMATO PASTE 150G,28,26,Others
4806519013267,GENREV NATA DE COCO WHITE 8OZ,42,39,Others
4801668606865,NUTRI ASIA MAFRAN ALL-PURPOSE DRESSING 200G,17,15,Others
4800016783166,EL REAL RAINBOW SALAD MACARONI 400G,52,50,Pasta
8850007335337,CAREFREE FLEXICOMFORT,53,50,Others
4902430178198,DOWNY SUNRISE FRESH 900ML,145,140,Others
4902430615280,PAMPERS BABY-DRY OUT TAPED NEW BORN 40 PCS,269,264,Others
8850006327425,COLGATE DOUBLE,184,173,Others
6910019013745,FASCLEAN ANTU- BACTERIAL 450G,42,36,Others
688809756,NESCSFE TWIN 1/2 DZ,78,70,Others
37600130783,SPAM LUNCHEON MEAT 340G,240,230,Spam & Luncheon Meat
4803746684932,CHECK LIQUID HAND SOAP 200ML,99,89,Others
4803746900148,ALERT OPTIMUM ADVANCED CARE 160G,155,150,Others
4806512230357,PANCAKE WITH MAPLE SYRUP INSIDE,40,38,Others
4806507831538,SILKA GREEN PAPAYA 135G,52,47,Others
236511989,C-4  1 KILO,36,32,Others
407052902,NEWS PAPER 1/3,48,40,Others
6072120000000,CULTURE BLEND  ITALIAN CREAMY,70,63,Others
4800888151100,REXONA PASSION DEO-LOTION 3ML,8,7,Others
9556001029362,NESTLE KITKAT BITES 40G,44,42,SNACKS
4809015822043,FOUNDING FARMERS OKRA CRISPS SEA SALT 70G,202,196,SNACKS
4800016622533,JACK `N JILL POTATO CHIPS VCUT SPICY BARBIEQUE 25G,16,14,SNACKS
4806519013335,GENREV KAONG GREEN 8OZ,53,50,Others
487006808,RC 1.5 1 CASE ,430,420,Others
8851019310206,GLICO POCKY STRAWBERRY 38G,45,41,SNACKS
4800024570017,FIT `N RIGHT BURN PINEAPPLE,36,34,BEVERAGES
4803746330051,TARGET MULTI-INSECT KILLER 300ML,189,179,Others
4806514770141,MIX DROPS,21,19,Others
4800011191713,OCEANIC LAUNDRY DETERGENT POWDER 800G,189,179,Others
4800011191744,OCEANIC LAUNDRY DETERGENT INSTA WHITE 800G,25,20,Others
6920354825972,COLGATE NATURAL FRUIT FLAVOR 50G,114,112,Others
4801010327103,MODESS ALL NIGHT W/ WINGS,48,45,Others
4806506315411,TWINS LAMPEIN NB-S 66+6 PADS,343,330,Others
496641126,KING UP 1 CASE,1860,1825,Others
4800024575500,DELMONTE PILIPINO STYLE SPAGHETTI SAUCE,92,87,Others
4800024580016,DELMONTE PILIPINO STLYE SPAGHETTI SOUCE 500G,63,58,Others
4800110010335,BLUE BAY TUNA CALDERETA 155G,29,23,Tuna
